# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
1923,4760746,K01455.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.068060768,3.30110,19387.0,16.43,0.9600
1924,7832356,K01456.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.886632468,5.21470,6331.2,8.99,1.1350
1925,9643874,K01457.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.027681123,3.09420,8725.4,8.43,0.8870
1926,12120943,K01458.01,CANDIDATE,CANDIDATE,0.9780,0,0,0,0,8.981284720,5.03970,4924.0,7.19,1.0220
1927,9761199,K01459.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.692015479,1.13150,4518.1,19.31,0.4970
1928,7751571,K01460.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,17.042134600,7.50700,3616.7,5.14,0.7730
1929,9579499,K01461.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.946710440,2.84190,6084.4,27.43,0.7020
1930,11913013,K01462.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,3.747812420,5.24100,5367.0,38.04,1.0000
1931,7672940,K01463.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,1064.268095600,11.55210,22771.7,33.63,2.1730
1932,7838655,K01464.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.113202658,3.52340,2104.8,207.71,0.8580
1933,11702948,K01465.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.771462706,1.76700,6933.2,10.15,0.8530
1934,9512981,K01466.01,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,281.562888900,8.85300,21012.0,10.83,0.7760
1935,7770450,K01467.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.157808038,3.67050,866.7,22.90,0.8860
1936,9851226,K01468.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,8.480319420,7.29700,1426.7,4.54,0.9910
1937,7543649,K01469.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.582076914,4.42280,1534.4,5.33,0.9930
1938,9480310,K01470.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,15.434009960,4.25720,1785.9,4.30,0.9510
1939,11858748,K01471.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.780984316,2.17300,590.9,2.33,0.8700
1940,7761545,K01472.01,CONFIRMED,CANDIDATE,0.9360,0,0,0,0,85.351487500,6.75040,4674.7,6.31,0.9380
1941,7499398,K01473.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,23.020284780,3.54400,5077.8,7.58,0.9560
1942,12365184,K01474.01,CONFIRMED,CANDIDATE,0.9850,0,0,0,0,69.726466390,3.71770,4491.2,11.65,1.7310
1943,4770365,K01475.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.609321941,1.60670,728.5,1.57,0.6030
1944,4770365,K01475.02,CANDIDATE,CANDIDATE,0.9750,0,0,0,0,9.512200460,2.94970,1169.4,1.99,0.6030
1945,4770365,K01475.03,CANDIDATE,CANDIDATE,0.9870,0,0,0,0,4.729411770,2.23400,434.3,1.22,0.6030
1946,12406749,K01476.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,56.358798700,6.92700,2559.6,5.04,0.8210
1947,7811397,K01477.01,CANDIDATE,CANDIDATE,0.9220,0,0,0,0,169.497608500,7.77000,12192.0,9.06,0.7870
1948,12403119,K01478.01,CONFIRMED,CANDIDATE,0.9610,0,0,0,0,76.136222220,7.93930,2949.5,4.78,0.8920
1949,9842890,K01479.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,4.988387200,9.14200,638.2,2.59,0.8230
1950,7512982,K01480.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.381748020,3.79220,1597.1,3.16,0.8080
1951,7512982,K01480.02,CANDIDATE,CANDIDATE,0.9770,0,0,0,0,7.004478920,2.66900,231.4,1.19,0.8080
1952,9597806,K01481.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.101375725,2.59500,894.6,2.84,0.9540
1953,7812167,K01482.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,17.794004900,4.09100,879.4,312.48,1.0440
1954,11909686,K01483.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,185.952632500,3.59640,11106.9,50.98,1.1640
1955,11760959,K01484.01,FALSE POSITIVE,FALSE POSITIVE,0.1330,0,0,1,0,3.470214010,2.28900,1105.2,2.40,0.7440
1956,9692345,K01485.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.687895191,2.42330,462.5,1.35,0.6510
1957,7898352,K01486.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,127.282444200,7.15450,8088.6,12.04,1.1830
1958,7898352,K01486.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.183702100,5.87900,974.9,3.65,1.1830
1959,12062667,K01487.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.929282440,6.79400,268.6,38.42,2.2510
1960,9589323,K01488.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.949627144,1.54850,807.2,2.32,0.8360
1961,9823487,K01489.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,16.004603920,3.94750,831.9,2.24,0.7690
1962,9602514,K01490.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.556507370,8.54500,293.6,3.05,1.8430
1963,9726659,K01491.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.148661555,2.19780,550.5,2.15,0.8730
1964,12108312,K01492.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.705448240,2.94230,462.4,20.03,0.8260
1965,9842906,K01493.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.988387300,9.05900,507.6,3.28,1.1710
1966,11821363,K01494.01,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,8.195966470,2.82400,792.8,2.04,0.7470
1967,7629518,K01495.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,15.594660450,5.04780,867.7,2.74,0.9290
1968,4828341,K01496.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,36.128954510,2.23480,3758.6,53.72,0.9120
1969,11774387,K01497.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.520222869,1.22160,269.5,1.52,0.8890
1970,9636135,K01498.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.833761970,3.99880,532.9,2.98,1.1950
1971,9636135,K01498.02,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,2.421503410,2.96500,171.5,1.62,1.1950
1972,7841925,K01499.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.164000710,4.30310,728.1,2.35,0.8850
1973,7841925,K01499.02,CANDIDATE,CANDIDATE,0.9440,0,0,0,0,0.840594032,1.40400,49.8,0.62,0.8850
1974,7841925,K01499.03,CANDIDATE,CANDIDATE,0.4640,0,0,0,0,6.209202070,2.63700,101.9,0.89,0.8850
1975,9719634,K01500.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.351556891,2.40050,341.9,1.64,0.9110
1976,7439316,K01501.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.617028373,2.04600,499.4,1.57,0.7240
1977,12061238,K01502.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.876406096,1.53100,433.8,1.57,0.7590
1978,12400538,K01503.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,150.241258200,10.84900,2378.5,4.60,0.9430
1979,9641018,K01504.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.178154348,3.48740,428.6,22.22,0.8810
1980,9813499,K01505.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.032570090,4.21300,439.1,2.53,0.9080
1981,12254792,K01506.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,40.428667600,7.10200,916.1,2.92,0.8330
1982,12020218,K01507.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.358823600,5.82300,640.1,2.52,0.9920
1983,7690844,K01508.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,22.045916300,5.22000,804.8,3.05,0.9510
1984,9535080,K01509.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,49.645623500,23.56800,857.5,43.41,1.4930
1985,11870545,K01510.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.839961456,1.30080,492.9,1.63,0.7180
1986,7901948,K01511.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.578852119,2.35810,334.3,1.63,0.8530
1987,11955499,K01512.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,9.041891290,2.78900,783.4,3.24,0.8260
1988,9784222,K01513.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.798200403,1.82610,396.8,24.03,1.0310
1989,9520668,K01514.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.399326503,1.83050,206.4,1.00,0.7280
1990,7871954,K01515.01,CONFIRMED,CANDIDATE,0.8890,0,0,0,0,1.937029968,1.47270,312.3,0.87,0.4900
1991,7871954,K01515.02,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,7.061173220,1.04060,481.7,1.23,0.4900
1992,12418724,K01516.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.553314410,5.31360,678.3,3.19,1.1120
1993,7456001,K01517.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,40.068671300,5.88750,970.9,3.10,0.9920
1994,7549209,K01518.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.507111400,5.90700,580.7,2.58,0.8800
1995,7663405,K01519.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.144364500,2.70300,310.7,1.55,0.9040
1996,7663405,K01519.02,CANDIDATE,CANDIDATE,0.7420,0,0,0,0,57.132855000,4.95800,414.1,1.81,0.9040
1997,9765975,K01520.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.458483880,3.37030,535.3,2.50,0.9480
1998,9818462,K01521.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.942158200,4.04500,569.7,1.95,0.7960
1999,12266636,K01522.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,33.385617600,5.03610,553.2,2.48,1.0220
2000,12266636,K01522.02,CANDIDATE,CANDIDATE,0.9580,0,0,0,0,12.654896000,4.32500,100.6,1.02,1.0220
2001,9850893,K01523.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.480397890,6.24900,259.7,1.71,1.0500
2002,4826110,K01524.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.333395306,1.18800,114.5,0.86,0.8110
2003,7869917,K01525.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.714676860,4.58710,233.9,4.65,2.5990
2004,7869917,K01525.02,CANDIDATE,CANDIDATE,0.9810,0,0,0,0,11.806173700,4.47200,88.1,2.87,2.5990
2005,9824805,K01526.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.444482600,3.68600,163.0,1.71,1.0790
2006,7768451,K01527.01,CANDIDATE,CANDIDATE,0.9900,0,0,0,0,192.667139000,5.44300,1148.3,3.64,0.8780
2007,7691260,K01528.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.989544192,1.59100,190.0,0.93,0.6880
2008,9821454,K01529.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.977603700,4.60500,213.9,1.58,1.0060
2009,9821454,K01529.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.869314400,4.65300,101.9,1.09,1.0060
2010,11954842,K01530.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.984946030,3.44970,257.2,1.64,1.0250
2011,11764462,K01531.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.699195920,2.39060,159.4,1.16,0.9320
2012,11656246,K01532.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,18.114738130,5.27060,241.5,2.49,1.3600
2013,7808587,K01533.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.241457910,3.09980,163.7,1.60,1.2590
2014,4741126,K01534.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.422244700,6.22000,189.3,1.78,1.2990
2015,4741126,K01534.02,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,7.638460840,3.95700,71.7,1.12,1.2990
2016,11669125,K01535.01,CONFIRMED,CANDIDATE,0.9560,0,0,0,0,70.698172400,6.63200,357.7,1.63,0.8660
2017,12159249,K01536.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.744436450,2.91910,73.3,1.10,1.2930
2018,9872292,K01537.01,CANDIDATE,CANDIDATE,0.9240,0,0,0,0,10.191546780,6.16500,61.3,1.39,1.6840
2019,9963461,K01538.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.581581895,6.66929,112642.0,53.19,1.5670
2020,8081482,K01539.01,CANDIDATE,CANDIDATE,0.4880,0,1,0,0,2.819453322,4.41270,71867.0,29.80,1.0740
2021,5649956,K01540.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.207852845,3.58020,49720.0,38.59,0.7970
2022,4840513,K01541.01,CANDIDATE,CANDIDATE,0.7590,0,1,0,0,2.379282197,3.17290,48434.0,25.74,1.1620
2023,8113154,K01542.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.586878667,6.16140,25480.0,19.84,1.1720
2024,5270698,K01543.01,FALSE POSITIVE,FALSE POSITIVE,0.1860,0,1,0,0,3.964333304,4.71360,25886.2,37.09,2.3180
2025,5024450,K01544.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.525924389,3.15998,24627.2,49.86,1.0600
2026,5282049,K01545.01,CANDIDATE,CANDIDATE,0.9260,0,1,0,0,5.910371418,3.88962,17219.2,12.62,0.9580
2027,5282049,K01545.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,0,0,5.910399050,3.85000,,,
2028,5475431,K01546.01,CANDIDATE,CANDIDATE,0.7330,0,0,0,0,0.917568975,2.06540,15805.0,11.92,0.8930
2029,5283458,K01547.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,30.693955320,2.95120,18121.0,13.72,1.0180
2030,9940565,K01548.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.139325409,2.80560,6897.8,11.61,0.6660
2031,8053552,K01549.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,29.481061268,3.66360,11870.9,16.61,0.9010
2032,8111381,K01550.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.233799622,3.04000,2658.5,28.63,0.8460
2033,5444549,K01551.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,31.138626640,5.24820,11427.0,12.88,1.0000
2034,7984047,K01552.01,CANDIDATE,CANDIDATE,0.9390,0,0,0,0,77.634245860,4.10020,16612.0,9.40,0.7550
2035,7951018,K01553.01,CONFIRMED,CANDIDATE,0.3310,0,0,0,0,52.758785050,6.65170,5805.8,8.76,1.1370
2036,9899355,K01554.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332564478,6.03250,1071.5,27.04,0.8780
2037,12644774,K01555.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,41.077296900,5.52500,1216.8,3.25,0.9380
2038,9902856,K01556.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,135.912161900,5.62800,10188.0,40.18,0.9590
2039,5371776,K01557.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.295701024,1.82680,1745.7,2.81,0.6910
2040,5371776,K01557.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.653490160,2.90290,1308.6,2.41,0.6910
2041,5371776,K01557.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.315954488,1.11650,965.9,2.33,0.6910
2042,5371776,K01557.04,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.499144441,1.42590,258.9,1.09,0.6910
2043,10019763,K01558.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,32.504563090,2.46570,7589.6,10.68,0.9470
2044,9899280,K01559.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332560589,4.24270,566.6,1.40,0.6090
2045,8046659,K01560.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,31.569043540,2.63640,4229.4,11.18,0.9980
2046,4940438,K01561.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.085904950,2.07180,2121.3,6.28,0.8660
2047,5308663,K01562.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,0.784512952,2.46230,586.0,25.48,0.9040
2048,5308663,K01562.02,CANDIDATE,CANDIDATE,0.7760,0,0,0,0,20.067924700,5.23600,482.2,2.25,0.9040
2049,5219234,K01563.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.487114410,2.93000,1328.6,3.24,0.7870
2050,5219234,K01563.02,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.290841670,3.61300,1033.9,3.21,0.7870
2051,5219234,K01563.03,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.205396220,2.14300,453.6,1.70,0.7870
2052,5219234,K01563.04,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.738690350,2.39800,996.8,2.56,0.7870
2053,5184584,K01564.01,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,53.449444980,5.30910,3437.0,5.82,1.0000
2054,5636648,K01565.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.466743525,1.39560,796.1,20.43,0.8560
2055,5564247,K01566.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,1.727177258,2.08100,347.4,1.42,0.7200
2056,5438099,K01567.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.240224180,2.91530,864.9,2.14,0.7210
2057,5438099,K01567.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.646223830,2.51370,446.5,1.82,0.7210
2058,5438099,K01567.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.326704450,4.26900,800.0,2.23,0.7210
2059,5438099,K01567.04,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,44.841116800,5.90200,1051.6,2.75,0.7210
2060,5210475,K01568.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.008917105,1.45770,338.5,1.51,0.7950
2061,8009350,K01569.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.752078510,2.88310,1215.6,2.81,0.6990
2062,8082001,K01570.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.338559460,3.46170,721.7,3.31,1.0300
2063,5557821,K01571.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,2.928787040,4.63400,549.4,22.76,0.8830
2064,10004519,K01572.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.803211430,4.46170,813.4,2.99,0.9920
2065,5031857,K01573.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,24.810972060,3.22450,2090.8,4.22,0.9210
2066,5031857,K01573.02,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.136922000,2.80050,221.6,1.38,0.9210
2067,10028792,K01574.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,114.736580000,12.03550,4850.0,12.28,1.6990
2068,10028792,K01574.02,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,191.239133000,16.94200,1061.2,6.47,1.6990
2069,10028792,K01574.03,CANDIDATE,CANDIDATE,0.9520,0,0,0,0,5.833938570,4.58130,134.4,1.98,1.6990
2070,10028792,K01574.04,CANDIDATE,CANDIDATE,0.9460,0,0,0,0,8.977288800,4.72000,97.5,1.79,1.6990
2071,5553652,K01575.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,24.328225100,6.15800,1120.6,294.02,0.7800
2072,5299459,K01576.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.415726660,2.77190,825.3,3.01,0.9870
2073,5299459,K01576.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.084242860,3.04010,662.0,2.71,0.9870
2074,12506770,K01577.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.806243488,1.62710,599.6,1.41,0.5810
2075,5629985,K01578.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.271907230,5.38300,149.0,1.12,0.8560
2076,9898364,K01579.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,7.132351753,2.96740,744.1,49.34,1.9300
2077,5193400,K01580.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,21.378114600,19.35900,556.1,3.18,1.1310
2078,7939330,K01581.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,29.542256600,13.90200,879.9,3.15,0.8030
2079,7939330,K01581.02,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,144.551628000,16.59900,1035.2,3.06,0.8030
2080,4918309,K01582.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,186.436181100,5.77400,4347.0,11.32,1.3700
2081,12602568,K01583.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.047277210,5.15900,486.0,2.33,0.8490
2082,9941066,K01584.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,5.870634160,2.57360,505.6,1.44,0.6120
2083,5470739,K01585.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.178939760,5.14400,752.8,2.40,0.8810
2084,10022908,K01586.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.991304520,2.15680,555.4,1.95,0.7610
2085,9932970,K01587.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,52.971584000,3.46320,3882.6,29.02,0.7890
2086,5617854,K01588.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.517494725,1.56390,532.8,1.42,0.5640
2087,5301750,K01589.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,8.725854780,4.47300,446.7,2.86,1.1310
2088,5301750,K01589.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.882913950,5.67600,460.5,3.15,1.1310
2089,5301750,K01589.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.434597300,5.03800,472.6,2.56,1.1310
2090,5301750,K01589.04,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,4.224536310,3.12800,159.1,1.60,1.1310
2091,5301750,K01589.05,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,44.552026600,6.00000,362.1,2.29,1.1310
2092,5542466,K01590.01,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,12.890067280,3.55500,602.5,1.93,0.8120
2093,5542466,K01590.02,CANDIDATE,CANDIDATE,0.9030,0,0,0,0,2.355745050,1.79600,266.9,1.34,0.8120
2094,5542466,K01590.03,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,4.746661280,2.09300,256.8,1.30,0.8120
2095,10028140,K01591.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,19.656393420,3.22600,843.2,2.83,0.7400
2096,5217586,K01592.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,26.069251200,7.48700,831.5,23.61,0.9100
2097,5289854,K01593.01,CONFIRMED,CANDIDATE,0.9640,0,0,0,0,9.695011460,2.75000,515.2,2.08,0.9140
2098,5289854,K01593.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.382539400,3.81500,550.5,2.14,0.9140
2099,9895709,K01594.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.818939148,1.64400,331.2,1.82,0.9620
2100,10006581,K01595.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,40.109781700,5.20960,732.0,3.11,1.1690
2101,10027323,K01596.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.923657470,2.63020,406.5,0.99,0.4960
2102,10027323,K01596.02,CONFIRMED,CANDIDATE,0.7380,0,0,0,0,105.358229900,3.81000,1210.2,1.87,0.4960
2103,5039228,K01597.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.796687810,4.66990,361.3,2.44,1.2760
2104,10004738,K01598.01,CONFIRMED,CANDIDATE,0.9860,0,0,0,0,56.475806900,5.96100,1091.8,3.22,0.8390
2105,10004738,K01598.02,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,92.874729400,7.47400,658.8,2.64,0.8390
2106,10004738,K01598.03,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.930687910,2.31200,186.5,1.40,0.8390
2107,5474613,K01599.01,CANDIDATE,CANDIDATE,0.9000,0,0,0,0,20.407484600,8.83900,363.4,2.90,0.9720
2108,5474613,K01599.02,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,13.616454700,5.17500,376.1,22.29,0.9720
2109,4860932,K01600.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,12.365646690,3.64400,388.4,24.89,0.9520
2110,5438757,K01601.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,10.350784150,6.25300,273.1,1.97,1.0800
2111,5438757,K01601.02,CONFIRMED,CANDIDATE,0.8380,0,0,0,0,62.922493600,11.64000,417.8,2.75,1.0800
2112,4860678,K01602.01,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,9.977168760,5.90800,252.9,2.53,1.6160
2113,4860678,K01602.02,CANDIDATE,CANDIDATE,0.8990,0,0,0,0,3.033593980,4.02600,95.6,1.55,1.6160
2114,5177104,K01603.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.021680070,2.82640,171.9,1.31,0.9890
2115,10033279,K01604.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,72.491406800,3.61200,1063.5,15.33,2.7580
2116,5009189,K01605.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.939130740,1.36200,382.9,24.03,1.1700
2117,9886661,K01606.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.082748362,1.77320,276.7,1.40,0.8580
2118,5477805,K01607.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,5.006735760,1.93980,191.2,2.00,1.3830
